Place of interest,Station location,BiciMAD station,Station location,Indications
Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,CALLE HACIENDA DE PAVONES 127,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.403438145048085,-3.6400762544982834/40.400368,-3.634587/@40.403438145048085,-3.6400762544982834,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6400762544982834!2d40.403438145048085!1m0!3e2"
Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,AVENIDA NIZA s/n c/v Travesía de Carlos II,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.42658241694823,-3.6066624374676812/40.429706,-3.640994/@40.42658241694823,-3.6066624374676812,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6066624374676812!2d40.42658241694823!1m0!3e2"
Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.47876758357458,-3.7086993281311904/40.4630277,-3.6973333/@40.47876758357458,-3.7086993281311904,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7086993281311904!2d40.47876758357458!1m0!3e2"
Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,CALLE AFUERAS A VALVERDE 2,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49892401860584,-3.687244155098763/40.481086,-3.688463/@40.49892401860584,-3.687244155098763,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.687244155098763!2d40.49892401860584!1m0!3e2"
Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,CALLE CASTIELLO DE JACA 3,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.50051587389093,-3.675482387492565/40.47938,-3.68532/@40.50051587389093,-3.675482387492565,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.675482387492565!2d40.50051587389093!1m0!3e2"
Instalación Deportiva Municipal Básica Pista de Skate,CALLE CAPITAN BLANCO ARGIBAY S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.469137606839034,-3.7115353164247873/40.45673408797698,-3.708002730875242/@40.469137606839034,-3.7115353164247873,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7115353164247873!2d40.469137606839034!1m0!3e2"
Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,CALLE FRANCOS RODRIGUEZ 1,Estrecho,Calle Navarra nº 1,"https://www.google.com/maps/dir/40.45444788431354,-3.7035376289870316/40.4535,-3.7032777/@40.45444788431354,-3.7035376289870316,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7035376289870316!2d40.45444788431354!1m0!3e2"
Instalación Deportiva Municipal Básica Plan Parcial,CALLE PLAN PARCIAL 3,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.371501074324534,-3.709517912115378/40.38895,-3.70017/@40.371501074324534,-3.709517912115378,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.709517912115378!2d40.371501074324534!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza Arturo Barea,PLAZA Arturo Barea ,Segovia 26,Calle Segovia nº 26,"https://www.google.com/maps/dir/40.41246022343046,-3.714538784977571/40.4138333,-3.7135833/@40.41246022343046,-3.714538784977571,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.714538784977571!2d40.41246022343046!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,CARRETERA ANDALUCIA S/N C/V CARRETERA VILLAVERDE A VALLECAS,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.35259550841902,-3.692409706865038/40.389258643579105,-3.6903589643353483/@40.35259550841902,-3.692409706865038,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.692409706865038!2d40.35259550841902!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza Fonsagrada,PLAZA FONSAGRADA 6,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.477264048276304,-3.70791408832815/40.4630277,-3.6973333/@40.477264048276304,-3.70791408832815,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.70791408832815!2d40.477264048276304!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza Munguía,PLAZA MUNGUIA 1 Poblado dirigido Orcasitas,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.37123807139888,-3.712730825889534/40.38895,-3.70017/@40.37123807139888,-3.712730825889534,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.712730825889534!2d40.37123807139888!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza Vallandes,CALLE CALESAS 4,Antonio López,Calle Eugenio Caxes frente al nº 12,"https://www.google.com/maps/dir/40.39112392741988,-3.7049283470996777/40.3917871,-3.7026789/@40.39112392741988,-3.7049283470996777,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7049283470996777!2d40.39112392741988!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza de Arteijo,PLAZA ARTEIJO 10,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.477532785611324,-3.7064711176522045/40.4630277,-3.6973333/@40.477532785611324,-3.7064711176522045,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7064711176522045!2d40.477532785611324!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,CALLE JOSE VILLENA  esq. Benidorm - Plaza de Bami,Puente de Ventas,Avenida de Daroca nº 2,"https://www.google.com/maps/dir/40.430865741208756,-3.6554385086924515/40.4311944,-3.6590555/@40.430865741208756,-3.6554385086924515,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6554385086924515!2d40.430865741208756!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,PLAZA María Soledad Torres Acosta ,Segovia 26,Calle Segovia nº 26,"https://www.google.com/maps/dir/40.41246022343046,-3.714538784977571/40.4138333,-3.7135833/@40.41246022343046,-3.714538784977571,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.714538784977571!2d40.41246022343046!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza de Sestao,PLAZA SESTAO 1,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.37003619714949,-3.716240027654892/40.38895,-3.70017/@40.37003619714949,-3.716240027654892,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.716240027654892!2d40.37003619714949!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza de la Orotava,PLAZA LA OROTAVA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.43187659610899,-3.6341091105203587/40.429706,-3.640994/@40.43187659610899,-3.6341091105203587,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6341091105203587!2d40.43187659610899!1m0!3e2"
Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,PLAZA Campillo del Mundo Nuevo ,Segovia 26,Calle Segovia nº 26,"https://www.google.com/maps/dir/40.41246022343046,-3.714538784977571/40.4138333,-3.7135833/@40.41246022343046,-3.714538784977571,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.714538784977571!2d40.41246022343046!1m0!3e2"
Instalación Deportiva Municipal Básica Poblado Dirigido La Elipa,CALLE JOSE LUIS DE ARRESE s/n,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,"https://www.google.com/maps/dir/40.42181734986071,-3.6560225860720763/40.422962108947424,-3.6555552857442697/@40.42181734986071,-3.6560225860720763,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6560225860720763!2d40.42181734986071!1m0!3e2"
Instalación Deportiva Municipal Básica Pobladura del Valle,CALLE POBLADURA DEL VALLE s/n c/v Amposta,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.42474106519291,-3.620898051733735/40.429706,-3.640994/@40.42474106519291,-3.620898051733735,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.620898051733735!2d40.42474106519291!1m0!3e2"
Instalación Deportiva Municipal Básica Poeta Esteban Villegas,CALLE POETA ESTEBAN DE VILLEGAS 4,Puerta de Granada,Avenida de Menéndez Pelayo nº 38,"https://www.google.com/maps/dir/40.40875051210095,-3.683108580090566/40.4051451,-3.6803874/@40.40875051210095,-3.683108580090566,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.683108580090566!2d40.40875051210095!1m0!3e2"
Instalación Deportiva Municipal Básica Polígono 20,CALLE PADRE CLARET 18,Corazón de María,Calle Santa Hortensia nº 31,"https://www.google.com/maps/dir/40.44961759191476,-3.6641939594197392/40.44421,-3.66683/@40.44961759191476,-3.6641939594197392,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6641939594197392!2d40.44961759191476!1m0!3e2"
Instalación Deportiva Municipal Básica Polígono de las Rosas,CALLE HELSINKI 8 c/v Oslo,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.425863011303306,-3.602966146720566/40.429706,-3.640994/@40.425863011303306,-3.602966146720566,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.602966146720566!2d40.425863011303306!1m0!3e2"
Instalación Deportiva Municipal Básica Polígono de África,CALLE VILLAESCUSA 56,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.420332957105195,-3.629721806497472/40.429706,-3.640994/@40.420332957105195,-3.629721806497472,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.629721806497472!2d40.420332957105195!1m0!3e2"
Instalación Deportiva Municipal Básica Pradillo,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2,"https://www.google.com/maps/dir/40.449080253816504,-3.672985961911911/40.4441388,-3.6751388/@40.449080253816504,-3.672985961911911,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.672985961911911!2d40.449080253816504!1m0!3e2"
Instalación Deportiva Municipal Básica Pradillo - Santa Marca,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2,"https://www.google.com/maps/dir/40.449080253816504,-3.672985961911911/40.4441388,-3.6751388/@40.449080253816504,-3.672985961911911,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.672985961911911!2d40.449080253816504!1m0!3e2"
Instalación Deportiva Municipal Básica Prosperidad,CALLE PRADILLO 25,Prosperidad,Calle Suero de Quiñones nº 2,"https://www.google.com/maps/dir/40.44901182281747,-3.672360271279946/40.4441388,-3.6751388/@40.44901182281747,-3.672360271279946,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.672360271279946!2d40.44901182281747!1m0!3e2"
Instalación Deportiva Municipal Básica Pueblo Nuevo II,CALLE ASCAO  esq. Luis Ruiz,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.43092216576642,-3.6389220332415686/40.429706,-3.640994/@40.43092216576642,-3.6389220332415686,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6389220332415686!2d40.43092216576642!1m0!3e2"
Instalación Deportiva Municipal Básica Puente Ventas,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2,"https://www.google.com/maps/dir/40.43223738609814,-3.6597904281119016/40.4311944,-3.6590555/@40.43223738609814,-3.6597904281119016,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6597904281119016!2d40.43223738609814!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Balbarán,"CALLE PUERTO DE BALBARAN 4 y 6 Avda. Palomeras Bajas, 10",Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.385626656274496,-3.6703746985545727/40.39382977920336,-3.6659362429356372/@40.385626656274496,-3.6703746985545727,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6703746985545727!2d40.385626656274496!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Corlite,CALLE PUERTO DE CORLITE 8,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38652159660646,-3.654113042627941/40.39382977920336,-3.6659362429356372/@40.38652159660646,-3.654113042627941,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.654113042627941!2d40.38652159660646!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Costabona,CALLE PUERTO DE COSTABONA 7,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38534920722133,-3.6590852750953227/40.39382977920336,-3.6659362429356372/@40.38534920722133,-3.6590852750953227,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6590852750953227!2d40.38534920722133!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Costabona Tenis,CALLE PUERTO DE VELATE 18,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.383547463802486,-3.657489035180435/40.39382977920336,-3.6659362429356372/@40.383547463802486,-3.657489035180435,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.657489035180435!2d40.383547463802486!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Lumbreras,CALLE PUERTO DE LUMBRERAS S/N,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.38134838588081,-3.620134273150991/40.400368,-3.634587/@40.38134838588081,-3.620134273150991,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.620134273150991!2d40.38134838588081!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Monasterio,CALLE PUERTO DEL MONASTERIO 17,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.39446617270601,-3.663852045873069/40.39382977920336,-3.6659362429356372/@40.39446617270601,-3.663852045873069,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.663852045873069!2d40.39446617270601!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Rico,CALLE PUERTO RICO 54 c/v Guatemala,Colombia,Calle Colombia nº 7,"https://www.google.com/maps/dir/40.45912717792007,-3.6742066744010824/40.4572466,-3.6763439/@40.45912717792007,-3.6742066744010824,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6742066744010824!2d40.45912717792007!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto Velate,CALLE PUERTO DE VELATE 9,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38385291081796,-3.656054694044056/40.39382977920336,-3.6659362429356372/@40.38385291081796,-3.656054694044056,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.656054694044056!2d40.38385291081796!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto de Béjar,CALLE PUERTO DE BEJAR 7,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.388295909120636,-3.686825277248739/40.389258643579105,-3.6903589643353483/@40.388295909120636,-3.686825277248739,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.686825277248739!2d40.388295909120636!1m0!3e2"
Instalación Deportiva Municipal Básica Puerto de Costabona,CALLE PUERTO DE COSTABONA 7,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38534920722133,-3.6590852750953227/40.39382977920336,-3.6659362429356372/@40.38534920722133,-3.6590852750953227,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6590852750953227!2d40.38534920722133!1m0!3e2"
Instalación Deportiva Municipal Básica Pádel - Madrid Las Tablas,AVENIDA CAMINO DE SANTIAGO 25,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.50272219093648,-3.674088278900579/40.47938,-3.68532/@40.50272219093648,-3.674088278900579,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.674088278900579!2d40.50272219093648!1m0!3e2"
Instalación Deportiva Municipal Básica Quinta de Los Molinos I,"CALLE ALCALA 535, c/v Avenida 25 Septiembre",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.441749846959226,-3.624297141481054/40.429706,-3.640994/@40.441749846959226,-3.624297141481054,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.624297141481054!2d40.441749846959226!1m0!3e2"
Instalación Deportiva Municipal Básica Quinta de Los Molinos II,"CALLE IQUITOS 1c/vcalleAlcalá,535",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.44056376610166,-3.6336601284470627/40.429706,-3.640994/@40.44056376610166,-3.6336601284470627,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6336601284470627!2d40.44056376610166!1m0!3e2"
Instalación Deportiva Municipal Básica Ramírez de Prado,CALLE RAMIREZ DE PRADO 2,Juan Martín,Calle Juan Martín el Empecinado nº 16,"https://www.google.com/maps/dir/40.39931615081684,-3.6894943693155353/40.400781,-3.6882407/@40.39931615081684,-3.6894943693155353,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6894943693155353!2d40.39931615081684!1m0!3e2"
Instalación Deportiva Municipal Básica Ramón Gómez de la Serna,CALLE RAMON GOMEZ DE LA SERNA 22 c/v Valle de Pinares Llanos y Riscos de Polanco,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.48459542261755,-3.72483060450493/40.45673408797698,-3.708002730875242/@40.48459542261755,-3.72483060450493,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.72483060450493!2d40.48459542261755!1m0!3e2"
Instalación Deportiva Municipal Básica Ramón Power,CALLE MIGUEL RIESCO 7,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46286014432641,-3.6321829085902193/40.44370542379883,-3.648958444298144/@40.46286014432641,-3.6321829085902193,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6321829085902193!2d40.46286014432641!1m0!3e2"
Instalación Deportiva Municipal Básica Ramón Pérez de Ayala,CALLE RAMON PEREZ DE AYALA 80,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,"https://www.google.com/maps/dir/40.39993169276006,-3.6517092480400404/40.40617,-3.65122/@40.39993169276006,-3.6517092480400404,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6517092480400404!2d40.39993169276006!1m0!3e2"
Instalación Deportiva Municipal Básica Rancho del Cordobés,"CALLE EDUARDO BARREIROS 19 c/v Pinsapo, 3",Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36863673526262,-3.6960838611781632/40.38895,-3.70017/@40.36863673526262,-3.6960838611781632,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6960838611781632!2d40.36863673526262!1m0!3e2"
Instalación Deportiva Municipal Básica Recinto Ferial San Antonio de la Florida,GLORIETA SAN ANTONIO DE LA FLORIDA S/N en el Recinto Ferial,Paseo de la Florida,Paseo de la Florida nº 8,"https://www.google.com/maps/dir/40.42540456917053,-3.7265642881836016/40.4219665,-3.7224983/@40.42540456917053,-3.7265642881836016,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7265642881836016!2d40.42540456917053!1m0!3e2"
Instalación Deportiva Municipal Básica Ricardo Damas,CALLE RICARDO DAMAS 4,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.38516507804954,-3.692142254888889/40.389258643579105,-3.6903589643353483/@40.38516507804954,-3.692142254888889,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.692142254888889!2d40.38516507804954!1m0!3e2"
Instalación Deportiva Municipal Básica Ronda Sur,RONDA SUR 231 c/v Barros,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.3736230480929,-3.663164496710361/40.39382977920336,-3.6659362429356372/@40.3736230480929,-3.663164496710361,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.663164496710361!2d40.3736230480929!1m0!3e2"
Instalación Deportiva Municipal Básica Rosa Jardón,CALLE ROSA JARDON 11,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.46547349226097,-3.6688677974512003/40.46041,-3.67712/@40.46547349226097,-3.6688677974512003,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6688677974512003!2d40.46547349226097!1m0!3e2"
Instalación Deportiva Municipal Básica San Anselmo,"CALLE SAN ANSELMO 22 c/v Cº Venta de Pájaro, 26",Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.3858046479703,-3.655036851643162/40.39382977920336,-3.6659362429356372/@40.3858046479703,-3.655036851643162,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.655036851643162!2d40.3858046479703!1m0!3e2"
Instalación Deportiva Municipal Básica San Aureliano,CALLE SAN AURELIANO s/n,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.34255142792559,-3.715902155501163/40.38895,-3.70017/@40.34255142792559,-3.715902155501163,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.715902155501163!2d40.34255142792559!1m0!3e2"
Instalación Deportiva Municipal Básica San Benigno,CALLE SAN BENIGNO 3,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40467084433323,-3.7371479929917073/40.40913630273305,-3.728533714316331/@40.40467084433323,-3.7371479929917073,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7371479929917073!2d40.40467084433323!1m0!3e2"
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II,CALLE GODELLA 48,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.343480612836665,-3.6889961753443936/40.389258643579105,-3.6903589643353483/@40.343480612836665,-3.6889961753443936,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6889961753443936!2d40.343480612836665!1m0!3e2"
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles III,CALLE MONCADA 123,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.339668936367254,-3.690641012544881/40.389258643579105,-3.6903589643353483/@40.339668936367254,-3.690641012544881,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.690641012544881!2d40.339668936367254!1m0!3e2"
Instalación Deportiva Municipal Básica San Juan Bautista - Cidamón,CALLE AGASTIA  esq. Cidamón,Condesa de Venadito,Calle Condesa de Venadito nº 2,"https://www.google.com/maps/dir/40.451304609076615,-3.6558964974118364/40.44315,-3.65741/@40.451304609076615,-3.6558964974118364,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6558964974118364!2d40.451304609076615!1m0!3e2"
Instalación Deportiva Municipal Básica San Lamberto,CALLE SAN LAMBERTO 20 P.A.R.,Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,"https://www.google.com/maps/dir/40.42153891136008,-3.6510925758289545/40.426207143200884,-3.651034981803642/@40.42153891136008,-3.6510925758289545,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6510925758289545!2d40.42153891136008!1m0!3e2"
Instalación Deportiva Municipal Básica San Pascual,CALLE ESTEBAN MORA S/N esq. Derechos Humanos,Derechos Humanos,Calle Derechos Humanos nº 12,"https://www.google.com/maps/dir/40.43840494775814,-3.655676791131407/40.43965673033275,-3.6557656204708775/@40.43840494775814,-3.655676791131407,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.655676791131407!2d40.43840494775814!1m0!3e2"
Instalación Deportiva Municipal Básica San Pol,CALLE SAN POL DE MAR 7,Paseo de la Florida,Paseo de la Florida nº 8,"https://www.google.com/maps/dir/40.42361742020711,-3.7270991011242582/40.4219665,-3.7224983/@40.42361742020711,-3.7270991011242582,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7270991011242582!2d40.42361742020711!1m0!3e2"
Instalación Deportiva Municipal Básica Sanchinarro I,CALLE Infanta Catalina Micaela 33 c/v Infanta Catalina Micaela,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.48895117841952,-3.6514604371926795/40.47938,-3.68532/@40.48895117841952,-3.6514604371926795,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6514604371926795!2d40.48895117841952!1m0!3e2"
Instalación Deportiva Municipal Básica Sanchinarro II,CALLE Infanta Catalina Micaela 23 c/v Infanta Catalina Micaela y junto C.P. Adolfo Suárez,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.48895117841952,-3.6514604371926795/40.47938,-3.68532/@40.48895117841952,-3.6514604371926795,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6514604371926795!2d40.48895117841952!1m0!3e2"
Instalación Deportiva Municipal Básica Sanchinarro III,CALLE MARIA TUDOR 10,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.49316433760569,-3.6611026501926625/40.47938,-3.68532/@40.49316433760569,-3.6611026501926625,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6611026501926625!2d40.49316433760569!1m0!3e2"
Instalación Deportiva Municipal Básica Sanchinarro IV,AVENIDA NICETO ALCALA ZAMORA 12,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.48869693430128,-3.645393006068992/40.47938,-3.68532/@40.48869693430128,-3.645393006068992,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.645393006068992!2d40.48869693430128!1m0!3e2"
Instalación Deportiva Municipal Básica Sanchorreja,CALLE SANCHORREJA 8,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40244721879577,-3.7564266531216193/40.40913630273305,-3.728533714316331/@40.40244721879577,-3.7564266531216193,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7564266531216193!2d40.40244721879577!1m0!3e2"
Instalación Deportiva Municipal Básica Sangenjo,CALLE SANGENJO 42,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.48884298191689,-3.6985546785666275/40.481086,-3.688463/@40.48884298191689,-3.6985546785666275,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6985546785666275!2d40.48884298191689!1m0!3e2"
Instalación Deportiva Municipal Básica Santa Ana I,CALLE HOSPITALET DE LLOBREGAT 11 c/v Travesía Hospitalet de Llobregat,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.494519236275224,-3.6946807662555443/40.481086,-3.688463/@40.494519236275224,-3.6946807662555443,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6946807662555443!2d40.494519236275224!1m0!3e2"
Instalación Deportiva Municipal Básica Santa Ana II,PASEO ALAMEDILLAS 2,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49811073240421,-3.6936911073056353/40.481086,-3.688463/@40.49811073240421,-3.6936911073056353,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6936911073056353!2d40.49811073240421!1m0!3e2"
Instalación Deportiva Municipal Básica Santa Hortensia,CALLE SANTA HORTENSIA 34,Corazón de María,Calle Santa Hortensia nº 31,"https://www.google.com/maps/dir/40.443784076908294,-3.6650091208692905/40.44421,-3.66683/@40.443784076908294,-3.6650091208692905,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6650091208692905!2d40.443784076908294!1m0!3e2"
